Nombre,Naturaleza,Id,Tipo,Dirección,Localidad,Provincia,Código_Postal,FAX,Teléfono,Email,Web
Cum Laude,Público,[45005926],Centro Público de Educación de Personas Adultas,"Gl. del Calvario, S/N",Sonseca,(Toledo),CP :45100,925380008,925380008,45005926.cea@edu.jccm.es,http://cepa-cumlaude.centros.castillalamancha.es
Escuela Municipal de Música y Danza de Sonseca,Público,[45010351],Escuela Pública de Música y Danza,"Cl. Toledo, 5",Sonseca,(Toledo),CP :45100,,925383545,bandademusicadesonseca@gmail.com,
La Sisla,Público,[45005355],Instituto de Educación Secundaria,"Cl. San Gregorio,S/N",Sonseca,(Toledo),CP :45100,925383577,925381240,45005355.ies@edu.jccm.es,http://ies-lasisla.centros.castillalamancha.es
Peñamiel,Público,[45012074],Colegio de Educación Infantil y Primaria,"Cl. la Mancha, S/N",Sonseca,(Toledo),CP :45100,925383362,925381035,45012074.cp@edu.jccm.es,http://ceip-penamiel.centros.castillalamancha.es
San Juan Evangelista,Público,[45002883],Colegio de Educación Infantil y Primaria,"Av. San Gregorio, S/N",Sonseca,(Toledo),CP :45100,925381052,925381052,45002883.cp@edu.jccm.es,http://ceip-sanjuanevangelista.centros.castillalamancha.es
Virgen de la Salud,Público,[45012244],Escuela de Educación Infantil,"Cl. Salud, 48",Sonseca,(Toledo),CP :45100,925382164,925380365,rosanchez@jccm.es,http://45012244.ei@edu.jccm.es
Adalid Meneses,Priv.Concert.,[45003231],Centro Privado de Educación Infantil Primaria y Secundaria,"Cr. de Cervera, Km. 3,500 (Apartado de Correos, 190)",Talavera de la Reina,(Toledo),CP :45600,925701767,925803374,45003231.con@edu.jccm.es,http://con-adalidmeneses.centros.castillalamancha.es
Antonio Machado,Público,[45004855],Colegio de Educación Infantil y Primaria,"Cl. Colombia, 9",Talavera de la Reina,(Toledo),CP :45600,925809473,925809473,45004855.cp@edu.jccm.es,http://ceip-antoniomachado.centros.castillalamancha.es
Arco Iris,Privado,[45013911],Centro Privado de Educación Infantil,"Cl. Cañada de la Sierra, S/N",Talavera de la Reina,(Toledo),CP :45600,,,,
Bartolomé Nicolau,Público,[45013583],Colegio de Educación Infantil y Primaria,"Cl. Talavera del Peru Esquina Paseo del Cementerio, S/N",Talavera de la Reina,(Toledo),CP :45600,925806976,925806976,45013583.cp@edu.jccm.es,http://ceip-bartolomenicolau.centros.castillalamancha.es
Bichos,Privado,[45013285],Centro Privado de Educación Infantil,"Av. Francisco Aguirre, 232",Talavera de la Reina,(Toledo),CP :45600,925720228,925802354,drueda@jccm.es,
Bios,Público,[45005811],Centro de Educación Especial,"Cl. Paris, S/N",Talavera de la Reina,(Toledo),CP :45600,925802278,925802278,45005811.cee@edu.jccm.es,http://cee-bios.centros.castillalamancha.es
Booma,Privado,[45004636],Centro Privado de Educación Infantil,"Pz. de Mora, 5",Talavera de la Reina,(Toledo),CP :45600,,925804824,,
Campus Omega,Privado,[45014290],Centro Privado de Formación Profesional Específica,"Cl. Alvarado, 28",Talavera de la Reina,(Toledo),CP :45600,,925805927,informacion@campusomega.es,
Cáscara de Nuez,Privado,[45013741],Centro Privado de Educación Infantil,"Cl. San Juan de Dios, 31",Talavera de la Reina,(Toledo),CP :45600,,,,
Cervantes,Priv.Concert.,[45003036],Centro Privado de Educación Infantil Primaria y Secundaria,"Ps. de la Estacion, 64-66",Talavera de la Reina,(Toledo),CP :45600,925801365,925803603,cervantes@colegiocervantes.com,http://edu.jccm.es/con/cervantes
Chiquitines,Privado,[45013479],Centro Privado de Educación Infantil,"Cl. Ciudad de Bron, S/N",Talavera de la Reina,(Toledo),CP :45600,,925682880,escuela@chiquitinescentroinfantil.es,
Clemente Palencia,Priv.Concert.,[45005082],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Tres Carabelas, S/N",Talavera de la Reina,(Toledo),CP :45600,925808008,925811186,colegio@clementepalencia.es,
Compañía de María,Privado,[45003073],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Santo Domingo, 21",Talavera de la Reina,(Toledo),CP :45600,925828756,925828756,secretaria_talavera@colegiosons.es,
Conservatorio Profesional de Música de Talavera de la Reina,Público,[45014101],Conservatorio Profesional de Música,"Cl. Matadero, 17",Talavera de la Reina,(Toledo),CP :45600,,,,
Cristóbal Colón,Priv.Concert.,[45003280],Centro Privado de Educación Infantil Primaria y Secundaria,"Av. del Principe, 8",Talavera de la Reina,(Toledo),CP :45600,925816836,925803808,secretaria@colegiocristobalcolon.es,
Don Cristóbal López,Público,[45002962],Colegio de Educación Infantil y Primaria,"Ps. Benito Garrido, 4",Gamonal,(Toledo),CP :45613,925892426,925892426,45002962.cp@edu.jccm.es,http://ceip-doncristobalopez.centros.castillalamancha.es
Dulcinea,Público,[45012906],Escuela de Educación Infantil,Rd. del Sol C/V Calle del Melonar,Talavera la Nueva,(Toledo),CP :45694,925850001,925850456,ayuntamiento@talaveralanueva.es,
El Alfar,Público,[45012256],Escuela de Educación Infantil,"Av. de Portugal, 3",Talavera de la Reina,(Toledo),CP :45600,925823897,925804723,teresas@jccm.es,
Escuela de Comercio,Privado,[45014277],Centro Privado de Formación Profesional Específica,"Cl. Rosa de Luxemburgo, 6",Talavera de la Reina,(Toledo),CP :45600,,,,
Escuela de Imagen Personal Idónea,Privado,[45005525],Centro Privado de Formación Profesional Específica,"Av. de Toledo 31, 2ª Planta",Talavera de la Reina,(Toledo),CP :45600,925827712,925815686,escuela@ladyelena.es,http://www.ladyelena.es
Eusebio Rubalcaba,Público,[45000618],Escuela Pública de Música y Danza,"Cl. Matadero, 17",Talavera de la Reina,(Toledo),CP :45600,,925821069,direccion@escuelamusicatalavera.es,
Exa,Priv.Concert.,[45003127],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Cañada de la Sierra, 65",Talavera de la Reina,(Toledo),CP :45600,925802594,925802594,administracion@colegioexa.es,
Federico García Lorca,Público,[45002950],Colegio de Educación Infantil y Primaria,"Cl. San Marcos, 124",Talavera de la Reina,(Toledo),CP :45600,925721245,925807536,45002950.cp@edu.jccm.es,http://ceip-federicogarcialorca.centros.castillalamancha.es
Fernando de Rojas,Priv.Concert.,[45003103],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Capitán Cortés, 125",Talavera de la Reina,(Toledo),CP :45600,925805654,925805650,colegio@fernandoderojas.es,
Fray Hernando de Talavera,Público,[45003140],Colegio de Educación Infantil y Primaria,"Cl. Medellin, 26",Talavera de la Reina,(Toledo),CP :45600,925802008,925802008,45003140.cp@edu.jccm.es,http://edu.jccm.es/cp/frayhernando
Gabriel Alonso de Herrera,Público,[45004740],Instituto de Educación Secundaria,"Av. Pio Xii, 2",Talavera de la Reina,(Toledo),CP :45600,925800614,925800655,45004740.ies@edu.jccm.es,http://edu.jccm.es/ies/gaherrera
Gamonital,Público,[45013649],Escuela de Educación Infantil,"Cl. de la Iglesia, S/N",Gamonal,(Toledo),CP :45613,,,,
Hernán Cortés,Público,[45004624],Colegio de Educación Infantil y Primaria,"Cl. Hernan Cortes, 8",Talavera de la Reina,(Toledo),CP :45600,925803591,925803591,45004624.cp@edu.jccm.es,http://ceip-hernancortes.centros.castillalamancha.es
Joaquín Alonso,Priv.Concert.,[45003085],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Capitan Cortes,103",Talavera de la Reina,(Toledo),CP :45600,925817275,925817275,jalonsomp@planalfa.es,http://edu.jccm.es/con/joaquinalonso
José Bárcena,Público,[45004831],Colegio de Educación Infantil y Primaria,"Rd. de los Andes, 12",Talavera de la Reina,(Toledo),CP :45600,925800719,925800719,45004831.cp@edu.jccm.es,http://ceip-josebarcena.centros.castillalamancha.es
Juan Antonio Castro,Público,[45003267],Instituto de Educación Secundaria,"Av. Francisco Aguirre, 220",Talavera de la Reina,(Toledo),CP :45600,925801270,925801250,45003267.ies@edu.jccm.es,http://edu.jccm.es/ies/juanantoniocastro
Juan Ramón Jiménez,Priv.Concert.,[45003221],Centro Privado de Educación Infantil Primaria y Secundaria,"Pz. del Salvador, 3",Talavera de la Reina,(Toledo),CP :45600,925805641,925802166,secretaria@colegiojrj.es,http://edu.jccm.es/con/juanramonjimenez
Julián Besteiro,Público,[45012268],Escuela de Educación Infantil,"Cl. Alferez Provisional, 58",Talavera de la Reina,(Toledo),CP :45600,925823928,925812489,45012268.ei@edu.jccm.es,
Kapital Inteligente,Privado,[45014113],Centro Privado de Formación Profesional Específica,"Cr. Calera - Poligono Creta, 48-50",Talavera de la Reina,(Toledo),CP :45600,,925721196,direccion@kapitalinteligente.com,
Kindergarten,Privado,[45013303],Centro Privado de Educación Infantil,"Cl. Pio Baroja, 10",Talavera de la Reina,(Toledo),CP :45600,,925827761,emilia@kindergartentalavera.com,
La Guarde de Nana,Privado,[45013807],Centro Privado de Educación Infantil,"Cl. Pedro de Valdivia, 8",Talavera de la Reina,(Toledo),CP :45600,,607858612,laguarde.denanagmail.com,
La Milagrosa,Priv.Concert.,[45003000],Centro Privado de Educación Infantil y Primaria,"Cl. Rio Tajo, 4",Talavera de la Reina,(Toledo),CP :45600,925800857,925800857,lamilagrosatr@planalfa.es,
La Salle - Joaquina Santander,Priv.Concert.,[45003051],Centro Privado de Educación Infantil Primaria y Secundaria,"Tr. del Patio de San Jose, 1",Talavera de la Reina,(Toledo),CP :45600,925721205,925721071,lasalletalavera@lasalle.es,http://edu.jccm.es/con/lasalletalavera
Lope de Vega,Priv.Concert.,[45004995],Centro Privado de Educación Infantil Primaria y Secundaria,"Ps. del Muelle, 27",Talavera de la Reina,(Toledo),CP :45600,925815645,925815645,info@colegio-lopedevega.com,
Madre de la Esperanza,Priv.Concert.,[45003218],Centro Privado de Educación Especial,"Cl. Mira al Rio, 4",Talavera de la Reina,(Toledo),CP :45600,925827609,925802413,educacion@madredelaesperanza.org,
Maristas Santa María del Prado,Priv.Concert.,[45003097],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Capitán Cortés, 24",Talavera de la Reina,(Toledo),CP :45600,925818729,925806250,direccion@maristas-talavera.es,
Mary Poppins,Privado,[45013315],Centro Privado de Educación Infantil,"Av. Francisco Aguirre, 10",Talavera de la Reina,(Toledo),CP :45600,,925819416,marypopinsinfantil@gmail.com,
Niño Jesús,Privado,[45013327],Centro Privado de Educación Infantil,"Pz. Mora, 3",Talavera de la Reina,(Toledo),CP :45600,925812141,925807593,,
Nuestra Señora del Prado,Público,[45003139],Colegio de Educación Infantil y Primaria,"Cl. Clemente Palencia, S/N",Talavera de la Reina,(Toledo),CP :45600,925802715,925802715,45003139.cp@edu.jccm.es,http://ceip-nsdelprado.centros.castillalamancha.es
Nuestra Señora del Prado,Priv.Concert.,[45004879],Centro Privado de Educación Especial,"Cl. del Pilar, S/N",Talavera de la Reina,(Toledo),CP :45600,925809833,925805726,centroeducativo@apacetalavera.es,
Pablo Iglesias,Público,[45005197],Colegio de Educación Infantil y Primaria,"Av. Francisco Aguirre, 178",Talavera de la Reina,(Toledo),CP :45600,925825722,925811088,45005197.cp@edu.jccm.es,http://ceip-pabloiglesias.centros.castillalamancha.es
Padre Juan de Mariana,Público,[45003255],Instituto de Educación Secundaria,"Cl. Plateros, S/N",Talavera de la Reina,(Toledo),CP :45600,925824641,925802200,45003255.ies@edu.jccm.es,http://edu.jccm.es/ies/padrejuandemariana
Peques,Privado,[45013339],Centro Privado de Educación Infantil,"Cl. Zuloaga, 1",Talavera de la Reina,(Toledo),CP :45600,,,,
Puerta de Cuartos,Público,[45005461],Instituto de Educación Secundaria,"Ps. del Cementerio, 7.",Talavera de la Reina,(Toledo),CP :45600,925827063,925827007,45005461.ies@edu.jccm.es,http://edu.jccm.es/ies/puertadecuartos
Rafael Morales,Priv.Concert.,[45003206],Centro Privado de Educación Infantil Primaria y Secundaria,"Pz. Leonardo Da Vinci, 2",Talavera de la Reina,(Toledo),CP :45600,925828020,925810941,colegiormorales@gmail.com,http://con-rafaelmorales.centros.castillalamancha.es
Ribera del Tajo,Público,[45005471],Instituto de Educación Secundaria,"Cl. Templarios, 39",Talavera de la Reina,(Toledo),CP :45600,925804375,925722233,45005471.ies@edu.jccm.es,http://ies-riberadeltajo.centros.castillalamancha.es
Río Tajo,Público,[45004958],Centro Público de Educación de Personas Adultas,"Av. Pio Xii, 2",Talavera de la Reina,(Toledo),CP :45600,925828642,925812446,45004958.cea@edu.jccm.es,http://edu.jccm.es/cepa/talavera
Ruiz de Luna,Priv.Concert.,[45005331],Centro Privado de Educación Infantil Primaria y Secundaria,"Av. Principe, 53",Talavera de la Reina,(Toledo),CP :45600,925808674,925810836,colegio@colegioruizdeluna.com,http://con-ruizdeluna.centros.castillalamancha.es
Sagrados Corazones,Priv.Concert.,[45003012],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Hnos. Maristas de Bugobe, 4",Talavera de la Reina,(Toledo),CP :45600,925803660,925815854,scorazonestr@planalfa.es,
San Ildefonso,Público,[45003152],Colegio de Educación Infantil y Primaria,"Cl. Hernan Cortes, 6",Talavera de la Reina,(Toledo),CP :45600,925809267,925806984,45003152.cp@edu.jccm.es,http://ceip-sanildefonsotalaveradelareina.centros.castillalamancha.es
San Isidro,Público,[45003279],Instituto de Educación Secundaria,"Cr. Extremadura, Km 119,4",Talavera de la Reina,(Toledo),CP :45600,925722139,925722093,45003279.ies@edu.jccm.es,http://edu.jccm.es/ies/sanisidro
San Isidro,Público,[45003358],Colegio de Educación Infantil y Primaria,"Cl. San Isidro, 16",Talavera la Nueva,(Toledo),CP :45694,925850049,925850049,45003358.cp@edu.jccm.es,http://ceip-sanisidro.centros.castillalamancha.es
San Juan de Dios,Público,[45003164],Colegio de Educación Infantil y Primaria,"Cl. Nuestra Señora de la Piedad, 2",Talavera de la Reina,(Toledo),CP :45600,925802701,925802701,45003164.cp@edu.jccm.es,http://ceip-sanjuandedios.centros.castillalamancha.es/
Santa María,Público,[45002986],Colegio de Educación Infantil y Primaria,"Cl. Santa Engracia, 38",Talavera de la Reina,(Toledo),CP :45600,925821654,925821654,45002986.cp@edu.jccm.es,
Santo Ángel de la Guarda,Público,[45012271],Escuela de Educación Infantil,"Ps. de Colombia, 4",Talavera de la Reina,(Toledo),CP :45600,925823914,925801147,45012271.ei@edu.jccm.es,
Talavera,Público,[45005057],Escuela de Arte,"Cl. Segurilla, 1",Talavera de la Reina,(Toledo),CP :45600,925820853,925811942,45005057.ea@edu.jccm.es,http://edu.jccm.es/ea/talavera
Talavera de la Reina,Público,[45005537],Escuela Oficial de Idiomas,"Av. Real Fabrica de Sedas, 33",Talavera de la Reina,(Toledo),CP :45600,925820214,925818081,45005537.eoi@edu.jccm.es,http://eoi-talavera.centros.castillalamancha.es
Trasto'S,Privado,[45013571],Centro Privado de Educación Infantil,"Cl. Santa Cristeta, 9",Talavera de la Reina,(Toledo),CP :45600,,925680556,guarderiaelcarmen06@hotmail.com,
Antonia González,Público,[45003361],Colegio de Educación Infantil y Primaria,"Cl. Santa Ana, 2",Tembleque,(Toledo),CP :45780,925145016,925145016,45003361.cp@edu.jccm.es,http://ceip-antoniagonzalez.centros.castillalamancha.es
Cervantes II,Público,[45012918],Escuela de Educación Infantil,"Cl. Ave Maria, S/N",Tembleque,(Toledo),CP :45780,925145585,925145910,eicervantes@hotmail.com,
Cuna de Dulcinea,Público,[45012921],Escuela de Educación Infantil,"Cl. Jose Espronceda, S/N",Toboso (El),(Toledo),CP :45820,,925568153,,
Miguel de Cervantes,Público,[45003371],Colegio de Educación Infantil y Primaria,"Cl. Padilla, S/N",Toboso (El),(Toledo),CP :45820,925197324,925197324,45003371.cp@edu.jccm.es,http://ceip-cervanteseltoboso.centros.castillalamancha.es
Academia de Infantería,Público,[45500007],Centro Docente de Formación Militar,"Ct. de San Servando, S/N",Toledo,(Toledo),CP :45009,,,,
Academia de Peluquería y Estética,Privado,[45012207],Centro Privado de Formación Profesional Específica,"Pj. de Mayoral, 7 Bajo",Toledo,(Toledo),CP :45003,,,,
Alfonso VI,Público,[45003942],Colegio de Educación Infantil y Primaria,"Av. Portugal, 16",Toledo,(Toledo),CP :45005,925256914,925226496,45003942.cp@edu.jccm.es,http://ceip-alfonsovi.centros.castillalamancha.es
Alfonso X el Sabio,Público,[45004752],Instituto de Educación Secundaria,"Cl. Valdehuesa, 6",Toledo,(Toledo),CP :45007,925240850,925230970,45004752.ies@edu.jccm.es,http://edu.jccm.es/ies/alfonsox
Ana María Matute,Público,[45013790],Escuela de Educación Infantil,"Cl. Rio Bullaque, Parcela 71-B",Toledo,(Toledo),CP :45007,,925049475,lacasitadedulcinea@hotmail.es,
Ángel de la Guarda,Público,[45012931],Escuela de Educación Infantil,"Ps. del Carmen, S/N",Toledo,(Toledo),CP :45001,,925225529,eiangeldelaguarda.toledo@gmail.com,
Ángel del Alcázar,Público,[45003401],Colegio de Educación Infantil y Primaria,"Cl. Puerto, 62",Toledo,(Toledo),CP :45006,925221387,925221387,45003401.cp@edu.jccm.es,http://ceip-angeldelalcazar.centros.castillalamancha.es
Azarquiel,Público,[45003875],Instituto de Educación Secundaria,"Ps. San Eugenio, 21",Toledo,(Toledo),CP :45003,925284784,925284043,45003875.ies@edu.jccm.es,
Cardenal Silíceo del Colegio de Infantes,Privado,[45013856],Escuela Privada de Música,"Av. de Europa, 2",Toledo,(Toledo),CP :45003,,,,
Carlos III,Público,[45005562],Instituto de Educación Secundaria,"Av. de Francia, 5",Toledo,(Toledo),CP :45071,925254747,925212967,45005562.ies@edu.jccm.es,http://ies-carlos3.centros.castillalamancha.es
Castilla-La Mancha,Público,[45012281],Escuela de Educación Infantil,"Av. Guadarrama, S/N",Toledo,(Toledo),CP :45007,925232847,925232907,45012281.ei@edu.jccm.es,
Ces Juan Pablo II,Privado,[45014009],Centro Privado de Formación Profesional Específica,"Cl. Reyes Catolicos, S/N",Toledo,(Toledo),CP :45006,925221526,925221526,info.toledo@cesjuanpablosegundo.es,http://www.cestoledo.es
Ciudad de Aquisgrán,Público,[45005318],Colegio de Educación Infantil y Primaria,"Av. Santa Barbara, S/N",Toledo,(Toledo),CP :45006,925216686,925216686,45005318.cp@edu.jccm.es,http://ceip-ciudaddeaquisgran.centros.castillalamancha.es
Ciudad de Nara,Público,[45004843],Colegio de Educación Infantil y Primaria,"Av. de Francia, 8",Toledo,(Toledo),CP :45005,925211830,925257966,45004843.cp@edu.jccm.es,http://ceip-ciudaddenara.centros.castillalamancha.es
Ciudad de Toledo,Público,[45005574],Centro de Educación Especial,"Cl. Rio Fresnedoso, 16-18",Toledo,(Toledo),CP :45007,925234485,925232252,45005574.cee@edu.jccm.es,http://edu.jccm.es/cee.ciudaddetoledo
"Colegio Mayol, Sociedad Cooperativa de Clm",Priv.Concert.,[45003531],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Airen, 7 Urb. San Bernardo",Toledo,(Toledo),CP :45004,925222084,925220733,colegiomayol@colegiomayol.es,
Cristo de la Vega,Público,[45012293],Escuela de Educación Infantil,"Cl. Alicante, 2",Toledo,(Toledo),CP :45005,925227855,925220538,45012293.ei@edu.jccm.es,
Diego Ortiz,Público,[45005847],Escuela Pública de Música,"Cl. Cardenal Cisneros, 1",Toledo,(Toledo),CP :45002,925223245,925223245,direccion@diego-ortiz.com,
Divina Pastora,Priv.Concert.,[45003528],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. San Miguel de los Angeles, 22",Toledo,(Toledo),CP :45002,925222760,925222760,dpastoratoledo@anamogas.org,
